Gene	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	sca.adj.pval	sca.P.Value
ENTPD3	0.0623478686442652	0.0126067270182765	0.112089010270254	0.323594983665596	2.46487549761654	0.0141653466894518	0.0179425234013167	-5.35981664054412	0.0179425234013167	0.0141653466894518
FMR1	0.0826311744311569	0.0161537636145005	0.149108585247813	1.139954079435	2.43956673704286	0.0149004660178332	0.0188463228998272	-5.36114316333284	0.0188463228998272	0.0149004660178332
SDF4	0.185682861634472	0.0361633024645276	0.335202420804417	1.37977323320923	2.43747268202049	0.014994073528921	0.0189597256773679	-5.36281585138386	0.0189597256773679	0.014994073528921
ANGEL2	0.0689863821489889	0.0129764135120125	0.124996350785965	0.205124632177442	2.41905103450648	0.0158649213839604	0.0200003373005565	-5.36800262311059	0.0200003373005565	0.0158649213839604
CAPNS1	0.0943527190531595	0.0182958627799516	0.170409575326367	3.24553988073288	2.43476797482401	0.0150977175129628	0.0190832447311498	-5.37296246687538	0.0190832447311498	0.0150977175129628
ACPL2	-0.0654676926577707	-0.11820697366103	-0.0127284116545116	0.239234510385266	-2.44216230973888	0.0151365026290453	0.0191297510199974	-5.37350519793899	0.0191297510199974	0.0151365026290453
LDHC	-0.118109467204657	-0.213402316598873	-0.0228166178104402	0.621863138061313	-2.43262276939747	0.0151897773714971	0.0191895056758161	-5.37680583016319	0.0191895056758161	0.0151897773714971
FAM83F	0.126120592734508	0.0153597892871795	0.236881396181838	0.0603871100990404	2.24635036115901	0.0258552792388948	0.0318998018098374	-5.37852394244994	0.0318998018098374	0.0258552792388948
SPAG7	0.112257481008205	0.0213919804805173	0.203122981535893	1.01996133857903	2.42508751854422	0.0155269489845118	0.0195896946008454	-5.38426242170428	0.0195896946008454	0.0155269489845118
DPY19L4	-0.0886060885056034	-0.169208513412308	-0.00800366359889859	0.220812503161149	-2.1602516800408	0.0312674502576475	0.0382432012892785	-5.38556909938021	0.0382432012892785	0.0312674502576475
COG4	-0.116247769008546	-0.210159092048311	-0.0223364459687821	1.49645762498801	-2.42945130529878	0.0153194464030351	0.0193507736324503	-5.38581456256168	0.0193507736324503	0.0153194464030351
FAM98A	0.231810133103254	0.0445358772803283	0.41908438892618	1.80611695699517	2.429382324024	0.0153223420021231	0.0193518862498873	-5.38598113025164	0.0193518862498873	0.0153223420021231
CEP63	-0.0874939527214637	-0.163706988644176	-0.0112809167987516	0.202809066014349	-2.25637603017517	0.0245446749845406	0.0304117135225119	-5.38624112798889	0.0304117135225119	0.0245446749845406
MGAT4A	0.0744563586582435	0.0109678139792097	0.137944903337277	0.170611368007898	2.30608897927119	0.0216572679628755	0.0269802929680181	-5.38630542907079	0.0269802929680181	0.0216572679628755
ORMDL3	0.138623571317727	0.0163478576152805	0.260899285020173	0.759556831272473	2.22752518912463	0.0263670938723069	0.0325020452571237	-5.39052670905127	0.0325020452571237	0.0263670938723069
VPS53	-0.0941006695476622	-0.170193482146111	-0.0180078569492136	1.07993554141204	-2.42712391968819	0.0154178586816406	0.0194648439323289	-5.39123613970959	0.0194648439323289	0.0154178586816406
STXBP2	0.135204356009254	0.0257705815038706	0.244638130514638	2.31125689127288	2.42482742896643	0.015514612280013	0.0195767013859072	-5.39696941482018	0.0195767013859072	0.015514612280013
FAR1	-0.174606357659096	-0.318814366169514	-0.0303983491486777	0.843169506128655	-2.37781461518767	0.0177215299520903	0.0222561839944857	-5.39736665147125	0.0222561839944857	0.0177215299520903
OCRL	-0.076254707873342	-0.138018369730355	-0.0144910460163286	0.688145582093447	-2.42316293997473	0.0155879133093587	0.0196640277562898	-5.39983340913725	0.0196640277562898	0.0155879133093587
MYO5C	-0.0674115218265343	-0.122234064181598	-0.0125889794714705	0.293039270958655	-2.41414662249707	0.0160239464011622	0.0201928634457049	-5.40067779596839	0.0201928634457049	0.0160239464011622
UBE2NL	-0.142602650659791	-0.257478936600594	-0.0277263647189887	2.75671043670907	-2.43728472078914	0.0150491199384989	0.0190243217964309	-5.40697860132658	0.0190243217964309	0.0150491199384989
B9D2	0.158007026321517	0.0240275158284518	0.291986536814582	0.624949293818532	2.31796222715085	0.0209183454622426	0.0260969876821457	-5.40724464761272	0.0260969876821457	0.0209183454622426
ABTB2	-0.215356259150136	-0.397022470388127	-0.0336900479121453	0.22544972345097	-2.33029601914153	0.0202733287144432	0.02531530451147	-5.40954254269553	0.02531530451147	0.0202733287144432
EIF4EBP1	-0.180401264512325	-0.329610155755606	-0.0311923732690448	1.42837914751448	-2.37546683681292	0.0179040432188563	0.0224683088469825	-5.41080641524218	0.0224683088469825	0.0179040432188563
COL15A1	-0.113112184025175	-0.204960329296398	-0.0212640387539518	2.34401547818049	-2.41702158091582	0.0158490598984515	0.0199829640751675	-5.41575301809169	0.0199829640751675	0.0158490598984515
CBX5	-0.113509640938799	-0.20572222595236	-0.0212970559252376	2.62433403303251	-2.41593226934482	0.0158964615744806	0.0200374689531347	-5.41827205519766	0.0200374689531347	0.0158964615744806
TPCN2	0.102463034991526	0.0128245373045881	0.192101532678465	0.217968940908869	2.24643915739721	0.0251618588949066	0.0311242311249939	-5.41833829833932	0.0311242311249939	0.0251618588949066
CAMK2D	-0.0979803784200418	-0.177583371691653	-0.0183773851484303	1.73132383028731	-2.41574959552551	0.0159043846201134	0.0200448253872444	-5.41871071868256	0.0200448253872444	0.0159043846201134
CDK14	-0.213438815234004	-0.387972471419523	-0.0389051590484848	0.858463923575486	-2.40136858140439	0.0166161461647637	0.0209171800671764	-5.42145175562124	0.0209171800671764	0.0166161461647637
CDKN1B	-0.0888009753948855	-0.161416377486971	-0.0161855733028005	0.67842523177763	-2.40124359879728	0.0166157505138159	0.0209171800671764	-5.42374012926757	0.0209171800671764	0.0166157505138159
SOWAHC	-0.210377368516202	-0.381797940706229	-0.038956796326176	1.33461121515569	-2.40904396170471	0.0162204159912648	0.0204297266714002	-5.42468789473585	0.0204297266714002	0.0162204159912648
MAFK	-0.148748912861898	-0.296695036394722	-0.000802789329073295	0.228146430851609	-1.97917355590905	0.0487781513137149	0.0587625916679082	-5.42583562637228	0.0587625916679082	0.0487781513137149
TLE4	-0.129301746643157	-0.266460773509484	0.00785728022317095	0.169242839314726	-1.85295799332842	0.0645807579085673	0.0767790790582732	-5.42607239459011	0.0767790790582732	0.0645807579085673
EFCAB14	-0.0428060484748341	-0.0788399697827942	-0.00677212716687402	0.078650426116532	-2.3378299572828	0.0200590992645667	0.0250617739493115	-5.42734796222741	0.0250617739493115	0.0200590992645667
PTPLAD2	0.122775667820827	0.0120854584711008	0.233465877170554	0.403698294647747	2.18089775049362	0.0298030090341337	0.0365078308599482	-5.42947176067329	0.0365078308599482	0.0298030090341337
NUCB1	-0.10989181873391	-0.199339274883603	-0.0204443625842166	2.9204976253969	-2.41123144195902	0.0161012297572251	0.02028227040238	-5.42964750747118	0.02028227040238	0.0161012297572251
CECR5	0.165769618394322	0.0317449696174461	0.299794267171199	2.62585120928709	2.42844467432644	0.0154173949859966	0.0194648439323289	-5.43014161355929	0.0194648439323289	0.0154173949859966
RPUSD3	0.150531274416686	0.0263457727310469	0.274716776102325	0.489800098395864	2.38053486004746	0.0175964968563773	0.0221020468556956	-5.43034311250155	0.0221020468556956	0.0175964968563773
UBAP2	0.0422698382483062	0.00631462963031535	0.078225046866297	0.0775859220814636	2.31235693490284	0.0213507030341179	0.0266121856530888	-5.43382244711645	0.0266121856530888	0.0213507030341179
BTBD1	-0.203423371502349	-0.376312872118565	-0.0305338708861334	0.461462643960318	-2.31300062186275	0.0212212364644647	0.0264542474031387	-5.43500046753658	0.0264542474031387	0.0212212364644647
PDZD8	-0.0831515320303531	-0.151268518397036	-0.0150345456636701	0.538955027276074	-2.39686229303845	0.0168073570952264	0.0211440294564046	-5.43723068959553	0.0211440294564046	0.0168073570952264
SLC12A5	0.048675581984153	0.00866854118904041	0.0886826227792657	0.27253908478001	2.38912753114629	0.0171750943628775	0.0215925106486176	-5.44118478136676	0.0215925106486176	0.0171750943628775
FTSJD1	-0.33444680848227	-0.719483184035985	0.0505895670714461	0.564195995051247	-1.70744549295371	0.088490167658751	0.10353856259743	-5.44468552639617	0.10353856259743	0.088490167658751
NRM	-0.151424538151657	-0.275967338899323	-0.0268817374039899	1.07233067561771	-2.38648775722929	0.0172332118327432	0.0216599057384844	-5.44545910388699	0.0216599057384844	0.0172332118327432
METTL14	-0.0988287275418748	-0.179805732409713	-0.0178517226740361	0.929611365185875	-2.3960498683839	0.0168255445513813	0.0211641376919876	-5.44563966691241	0.0211641376919876	0.0168255445513813
GTF2H5	-0.171725055064597	-0.31458561144594	-0.0288644986832536	0.972159083650958	-2.36119878402728	0.0185660320533311	0.0232741761775314	-5.44565544565316	0.0232741761775314	0.0185660320533311
LMTK2	-0.0597943713987916	-0.10873782355735	-0.0108509192402327	0.433240417412691	-2.39814819893264	0.0167079747166148	0.0210245116144485	-5.4473625640212	0.0210245116144485	0.0167079747166148
LOC100996820	-0.174801579463081	-0.31657671495495	-0.0330264439712108	3.80093797867811	-2.42076225093404	0.015743834700992	0.0198528990814005	-5.45042942492706	0.0198528990814005	0.015743834700992
MDN1	-0.031254000939774	-0.0569302432491128	-0.00557775863043516	0.142261316698367	-2.39007639878746	0.017121704896107	0.0215282072950789	-5.45202807917825	0.0215282072950789	0.017121704896107
ZNF768	-0.0446746192903911	-0.0818706327405429	-0.00747860584023929	-0.00301600431320362	-2.36079808229873	0.0186891337061899	0.0234162704471634	-5.45436945088689	0.0234162704471634	0.0186891337061899
EHD4	0.0946344071353377	0.017242106391548	0.172026707879127	3.3172463458348	2.39989830460004	0.016605048874374	0.0209114323375328	-5.45674823141097	0.0209114323375328	0.016605048874374
RBM39	-0.12959479127235	-0.235584729961152	-0.0236048525835481	2.15133956311505	-2.39974135894244	0.0166121222303187	0.0209171800671764	-5.45712264798998	0.0209171800671764	0.0166121222303187
AASDHPPT	-0.115418997881997	-0.209834329289006	-0.0210036664749888	1.40985806830184	-2.39926931822697	0.0166343465000423	0.0209346040530538	-5.4578509126491	0.0209346040530538	0.0166343465000423
AGAP3	0.0834637612832222	0.0147722510711802	0.152155271495264	0.459224485771486	2.38581129008528	0.0173210708837739	0.0217646370798859	-5.4607022385702	0.0217646370798859	0.0173210708837739
STRADA	-0.0492182060101861	-0.0912201389569784	-0.00721627306339365	0.065955213645101	-2.30857267813255	0.0218348178429283	0.027194427565006	-5.46162542191038	0.027194427565006	0.0218348178429283
ORC4	-0.208597255094247	-0.379951985718794	-0.0372425244696999	1.23115927227564	-2.38989548735592	0.0171050504472067	0.0215100824228097	-5.46259037415086	0.0215100824228097	0.0171050504472067
CDKL1	-0.0168169828165237	-0.0313975066540794	-0.00223645897896795	0.0251725125080854	-2.26748554959073	0.0238956190585023	0.0296457531719084	-5.46433626441195	0.0296457531719084	0.0238956190585023
FHL3	0.110199093446172	0.0198655878656789	0.200532599026665	0.816794248793975	2.3944481610475	0.0168643684395381	0.0212101949537467	-5.46457884626123	0.0212101949537467	0.0168643684395381
CRYBB3	-0.157961455474372	-0.287901164551116	-0.0280217463976281	0.921981213010377	-2.38611616021752	0.0172507830992457	0.0216791536920392	-5.46612650801952	0.0216791536920392	0.0172507830992457
ATP13A3	-0.102155668347122	-0.186317269260187	-0.0179940674340568	0.553874265572898	-2.38278470741434	0.0174257029753231	0.0218932474922143	-5.46877266395504	0.0218932474922143	0.0174257029753231
PDE4D	-0.123112247187443	-0.224355361346932	-0.021869133027954	0.744000357543453	-2.38700218786323	0.0172217858645138	0.0216483775983058	-5.4764315440286	0.0216483775983058	0.0172217858645138
ANKRD50	0.0644226324541662	0.00985852737139584	0.118986737536936	0.172407585443159	2.32078408776227	0.0207773239732571	0.025924421507292	-5.47933972009501	0.025924421507292	0.0207773239732571
ELAVL4	0.120793329769508	0.0145534066780679	0.227033252860948	0.433045884390129	2.23567995063281	0.0259616384870222	0.0320227992381981	-5.48173221262127	0.0320227992381981	0.0259616384870222
CYP3A4	0.0809544654034677	0.009741406914026	0.152167523892909	0.412354767422221	2.23303709151858	0.025952196212353	0.032015263886418	-5.48278262434643	0.032015263886418	0.025952196212353
RGCC	-0.13320167926222	-0.243401974209507	-0.0230013843149333	0.685382138401185	-2.37308071251586	0.0179044701629155	0.0224683088469825	-5.48654843991342	0.0224683088469825	0.0179044701629155
LOC100286914	-0.321658311141466	-0.765864302631558	0.122547680348626	0.432758319646272	-1.42453131822445	0.155248226827634	0.176635775726063	-5.50301165283364	0.176635775726063	0.155248226827634
LOC100288646	-0.321658311141466	-0.765864302631558	0.122547680348626	0.432758319646272	-1.42453131822445	0.155248226827634	0.176635775726063	-5.50301165283364	0.176635775726063	0.155248226827634
LOC100653358	-0.321658311141466	-0.765864302631558	0.122547680348626	0.432758319646272	-1.42453131822445	0.155248226827634	0.176635775726063	-5.50301165283364	0.176635775726063	0.155248226827634
NUBP2	-0.44005032526855	-0.802896885567353	-0.0772037649697472	3.99658158818525	-2.38024064445273	0.0175118839390214	0.0219986457277401	-5.50345632903032	0.0219986457277401	0.0175118839390214
SORCS2	-0.0949415313249222	-0.173688176557759	-0.0161948860920851	0.386845199435449	-2.36739868333261	0.0182018031836498	0.0228384480181523	-5.50423011536897	0.0228384480181523	0.0182018031836498
SPATA13	-0.0753177121209027	-0.138718546808784	-0.0119168774330217	0.20736676162772	-2.33406337653443	0.0199913285263104	0.0249826581440557	-5.51487007415434	0.0249826581440557	0.0199913285263104
DCTN5	-0.135549816159608	-0.247560813337456	-0.0235388189817592	1.93317311581529	-2.37509218680141	0.0177567013432006	0.0222974397177986	-5.51552686749124	0.0222974397177986	0.0177567013432006
RAB7A	0.0732143236959621	0.0127021832063342	0.13372646418559	4.47558564862109	2.37462518996561	0.0177787938484467	0.0223222633874942	-5.5167294302063	0.0223222633874942	0.0177787938484467
CYP4X1	0.409871531827968	-0.131446175548664	0.9511892392046	0.820248193155013	1.48805904102384	0.137439853236997	0.157324489374491	-5.51751099174068	0.157324489374491	0.137439853236997
LRPAP1	0.220549312799213	0.0381115913156262	0.402987034282799	2.55309761241722	2.37265512849362	0.0178739992268679	0.0224359334257797	-5.52108096814889	0.0224359334257797	0.0178739992268679
RALGPS2	-0.0765718335420487	-0.141142303790634	-0.0120013632934639	0.200432390422199	-2.33040534398585	0.0202178241486727	0.0252492785005852	-5.52237879822751	0.0252492785005852	0.0202178241486727
WDR92	0.15992095496476	0.0268237371828819	0.293018172746637	0.896494184772055	2.35876986524889	0.0185910531584335	0.0233025010552987	-5.52433721415131	0.0233025010552987	0.0185910531584335
TOX4	-0.0915005650831111	-0.167678970120435	-0.015322160045787	0.327861376269312	-2.35817718827823	0.0186334505197453	0.0233495488900396	-5.52692424240531	0.0233495488900396	0.0186334505197453
KIF7	0.0551924300339144	0.00911043917728532	0.101274420890543	0.018354202125278	2.35218422502431	0.0189849643223694	0.0237807227851276	-5.52935547159245	0.0237807227851276	0.0189849643223694
TLE2	-0.241026646546544	-0.500029014868617	0.0179757217755279	0.448659795891444	-1.82915210360715	0.0680783966563634	0.0806279901213774	-5.53131562038916	0.0806279901213774	0.0680783966563634
DCAF5	-0.0438353481692755	-0.0804444986463596	-0.00722619769219136	0.121349081518562	-2.35154618326463	0.0190156488733175	0.0238129475134569	-5.53149394033595	0.0238129475134569	0.0190156488733175
MARK1	-0.0270938249017731	-0.0495945425006357	-0.00459310730291049	0.081612903146258	-2.36361554841692	0.018334726744667	0.0229992229832214	-5.53155304948795	0.0229992229832214	0.018334726744667
AKAP1	0.118691701691068	0.0200509644941182	0.217332438888017	0.720162551475892	2.36210159167885	0.0184207394329082	0.0230980681792537	-5.5324367115813	0.0230980681792537	0.0184207394329082
GLG1	-0.0969383156251135	-0.177388453999658	-0.0164881772505692	2.12564581936819	-2.36488596989155	0.0182501858089971	0.0228961644064025	-5.53967636613788	0.0228961644064025	0.0182501858089971
ACTB	0.0719104617940723	0.0121559850702046	0.13166493851794	6.63833597566452	2.361909000044	0.0183964460857799	0.0230736307983698	-5.54667193192896	0.0230736307983698	0.0183964460857799
PPIAL4G	-0.0861580292902402	-0.163106603746908	-0.00920945483357259	0.404992003969149	-2.19974530181181	0.0282716560877601	0.0347205289250653	-5.54991108028859	0.0347205289250653	0.0282716560877601
OLA1	-0.0731097501222397	-0.133909004968911	-0.0123104952755683	2.69965424547376	-2.36003570718521	0.0184890079983818	0.0231806450625841	-5.5510695124685	0.0231806450625841	0.0184890079983818
LYSMD3	0.110045482879754	0.0141902092984339	0.205900756461074	0.487782061879156	2.25524979370384	0.02452373683414	0.0303896906582266	-5.55227907390609	0.0303896906582266	0.02452373683414
ADO	-0.138356466946416	-0.253964167092973	-0.0227487667998597	1.26910552063966	-2.34944690877829	0.0190610252426332	0.0238666598169068	-5.55338560383301	0.0238666598169068	0.0190610252426332
DUS1L	-0.0533843090575675	-0.100135157246564	-0.0066334608685709	0.0769635721544075	-2.24743026074713	0.0253632736524397	0.0313128847598564	-5.55811860237267	0.0313128847598564	0.0253632736524397
SLC35A3	0.171573482384619	0.0158462750782369	0.327300689691001	1.02211497313546	2.16419751751499	0.0308817197254586	0.0377954788434034	-5.55833131528592	0.0377954788434034	0.0308817197254586
LOC101060626	-0.235482510583997	-0.570202349198424	0.0992373280304311	0.297356928047703	-1.38400876399256	0.167301493198653	0.189765097091764	-5.55847027878092	0.189765097091764	0.167301493198653
CIZ1	-0.0582553256155861	-0.108270999825062	-0.00823965140611	0.133850329453601	-2.29124521800392	0.0225782897258052	0.0280694373306186	-5.56045344769238	0.0280694373306186	0.0225782897258052
FBXO44	-0.136443883684964	-0.250974612337616	-0.0219131550323119	0.613373198999777	-2.3392253176596	0.0196191782473981	0.0245399410165723	-5.56443811667188	0.0245399410165723	0.0196191782473981
PPTC7	-0.185621176152594	-0.340816207761267	-0.0304261445439216	1.28694122995466	-2.34795929879051	0.0191322828994212	0.023949638635337	-5.56459681186648	0.023949638635337	0.0191322828994212
ERBB2	0.160708105438129	0.0264717888471036	0.294944422029155	0.989905920118663	2.34973088211487	0.0190087775040199	0.023807446593573	-5.5738476028893	0.023807446593573	0.0190087775040199
GSDMB	-0.312798539086413	-0.608643534495588	-0.0169535436772383	0.496682125870662	-2.08016390886263	0.0383075618043574	0.0465457471386278	-5.57633613591618	0.0465457471386278	0.0383075618043574
EBF2	0.209069270437263	-0.0760722440492252	0.494210784923752	0.347694145517239	1.44125927893614	0.150263090673592	0.171369862968398	-5.58424600513652	0.171369862968398	0.150263090673592
NEDD9	0.0681843090851809	0.00864191603739333	0.127726702132968	0.0797148379574698	2.2526092030171	0.024933792357877	0.0308699504508132	-5.58487183642573	0.0308699504508132	0.024933792357877
CLTA	0.155509617162153	0.0251276571615084	0.285891577162798	2.40414312975246	2.34092798708376	0.0194592370102355	0.0243493970145014	-5.59468986223829	0.0243493970145014	0.0194592370102355
CRYBG3	0.0333323233960119	0.00503769710429106	0.0616269496877328	0.0536948119553047	2.31430730214226	0.0210393705608954	0.026237165369632	-5.59501878473226	0.026237165369632	0.0210393705608954
44088	-0.146682315617529	-0.359454780844836	0.0660901496097781	0.167223987250023	-1.35613959722709	0.17598092166785	0.198881839348124	-5.59576564015121	0.198881839348124	0.17598092166785
NUDT16	-0.156682043852156	-0.288070012759257	-0.0252940749450538	2.24305755600477	-2.34048121612309	0.0194798596658114	0.0243688528379941	-5.59676821937026	0.0243688528379941	0.0194798596658114
USP46	0.0837194181869245	0.0133259930647233	0.154112843309126	0.457717344981903	2.33455664515602	0.0198149192883836	0.0247718729356924	-5.59703465077787	0.0247718729356924	0.0198149192883836
ARMC8	-0.0940145778519569	-0.172983011990686	-0.0150461437132273	0.876364445796411	-2.3368762250525	0.0196871747675132	0.024618580086182	-5.59732557115038	0.024618580086182	0.0196871747675132
PVRL2	0.123605924544166	0.0200578892628131	0.227153959825519	0.902272554822563	2.34380901114357	0.0193760929716413	0.0242485176537609	-5.60178093503229	0.0242485176537609	0.0193760929716413
TOP2A	-0.0537166617930626	-0.0988197058545255	-0.00861361773159983	0.378018837371423	-2.33747357244164	0.0196370683058358	0.024559119931973	-5.60346457396187	0.024559119931973	0.0196370683058358
TMEM68	-0.0842222389934792	-0.155898283685994	-0.0125461943009641	0.425375757326337	-2.30759755228448	0.0213540591128399	0.0266129152431332	-5.6036574077774	0.0266129152431332	0.0213540591128399
RPS6KA2	0.0807087592281328	0.0132452272309486	0.148172291225317	0.872161664418748	2.3489211595127	0.0191113556807733	0.0239265603902278	-5.60386094111701	0.0239265603902278	0.0191113556807733
DHX29	0.0818459621382526	0.0130661290053678	0.150625795271137	0.82198734407449	2.33558467718675	0.0197418614800398	0.0246837515641477	-5.60538612452888	0.0246837515641477	0.0197418614800398
LRCH4	-0.145133069948619	-0.267794157233884	-0.0224719826633543	0.934134940852746	-2.32265323790336	0.0204551094989401	0.0255356546318325	-5.61131821074737	0.0255356546318325	0.0204551094989401
ARID2	-0.0512849882055345	-0.0947073474794091	-0.00786262893165995	0.164166143531475	-2.31930018050517	0.0206964630915571	0.0258268842398865	-5.61148751650806	0.0258268842398865	0.0206964630915571
PRND	-0.27249981153183	-0.502152192662003	-0.0428474304016563	1.44473508354256	-2.33394386352408	0.0201801769888534	0.0252055396590295	-5.61517243093827	0.0252055396590295	0.0201801769888534
KRT27	0.0672488381732279	0.0102025836104986	0.124295092735957	0.302548240579276	2.31482664064938	0.0209343424218392	0.0261135531119177	-5.6183193990077	0.0261135531119177	0.0209343424218392
COG6	-0.0725165219816144	-0.13361388561992	-0.0114191583433093	0.790658040833107	-2.32955277443057	0.0200598561293396	0.0250617739493115	-5.61966373163975	0.0250617739493115	0.0200598561293396
UCHL5	-0.0991252536364778	-0.182673476301581	-0.015577030971375	1.94528831089235	-2.32856999870249	0.0201061832042338	0.0251163857038191	-5.62432189093758	0.0251163857038191	0.0201061832042338
FKBPL	-0.0845450543931116	-0.157426608459375	-0.0116635003268483	0.304704949630381	-2.27973719417443	0.0230890627288766	0.0286858682590686	-5.62546783606335	0.0286858682590686	0.0230890627288766
WWC2	-0.100944930988507	-0.187556934597971	-0.0143329273790425	0.228870198524731	-2.29025098163189	0.0224523277300426	0.0279164540902342	-5.62640716038639	0.0279164540902342	0.0224523277300426
NKIRAS2	0.10744444682722	0.0162199561050109	0.19866893754943	0.719697470677845	2.31241865554241	0.0210416329872229	0.026237165369632	-5.63377868301819	0.026237165369632	0.0210416329872229
IER3IP1	-0.133021943839503	-0.24589377215264	-0.0201501155263668	2.21588382481473	-2.31308860584756	0.0209509006937931	0.0261308143311106	-5.63892344954918	0.0261308143311106	0.0209509006937931
PUS10	-0.0523956987815264	-0.0997917347622864	-0.00499966280076639	0.0785493845639222	-2.17749920613375	0.0304004368418416	0.0372206750625734	-5.64061864720838	0.0372206750625734	0.0304004368418416
TRAPPC6B	0.162143962504073	0.024913118775355	0.299374806232791	1.04559080460564	2.31911927865658	0.0206275409139276	0.025747567313616	-5.6413112348473	0.025747567313616	0.0206275409139276
IFI27	-0.249872102876916	-0.459972099351133	-0.0397721064026998	1.91713943453914	-2.33893043300597	0.0198910884756823	0.0248638605946028	-5.64433189868017	0.0248638605946028	0.0198910884756823
AFM	-0.109106616326894	-0.201495756193594	-0.0167174764601927	1.91798487830824	-2.31777724294809	0.020688329822278	0.0258200893896804	-5.64935606492894	0.0258200893896804	0.020688329822278
GPRASP2	0.0444163726543241	0.00642464129606396	0.0824081040125842	0.0964807643189784	2.29631350453739	0.0220221803273298	0.0274206691786366	-5.65064106908961	0.0274206691786366	0.0220221803273298
PARP2	-0.0396551947805792	-0.0742937542561806	-0.00501663530497775	0.0742456452437922	-2.25119833576167	0.0249602806504495	0.0308987621662028	-5.65626513957447	0.0308987621662028	0.0249602806504495
B3GALT6	-0.455360758962338	-0.860930207755423	-0.0497913101692525	2.49988578428046	-2.20555423751554	0.0278378212941034	0.0342271215476015	-5.65845131301671	0.0342271215476015	0.0278378212941034
C16orf89	-0.153907503505333	-0.310111624792266	0.0022966177816009	0.465218083594525	-1.94034339476434	0.0534387206352507	0.0640477803470904	-5.66216108884878	0.0640477803470904	0.0534387206352507
KRT25	0.066985896866417	0.00958210220531013	0.124389691527524	0.313153968038262	2.29142081881536	0.0222598776092578	0.027691506856226	-5.66973749552555	0.027691506856226	0.0222598776092578
TPM1	-0.106325946713035	-0.196717252911864	-0.015934640514205	5.34162555165611	-2.30862889497737	0.0211934771121273	0.0264230721264256	-5.67040268897528	0.0264230721264256	0.0211934771121273
SYTL4	-0.0621416717353127	-0.115446313221597	-0.00883703024902887	0.212183513141503	-2.28937470069686	0.0223937054592619	0.0278494400875971	-5.67750829179558	0.0278494400875971	0.0223937054592619
LIMK2	-0.0759797403202356	-0.140828560088679	-0.0111309205517923	0.33313740662486	-2.29994753623297	0.0217142698034487	0.0270477968437459	-5.67800490457415	0.0270477968437459	0.0217142698034487
KATNAL1	0.133818451564801	0.019027845831145	0.248609057298457	0.41726121470998	2.28928805215025	0.0223955309980843	0.0278494400875971	-5.67854638561107	0.0278494400875971	0.0223955309980843
RPL3	-0.150557261654244	-0.278980742316169	-0.0221337809923186	2.49646661494659	-2.30090560306768	0.021628281641076	0.0269476774111474	-5.6881068160973	0.0269476774111474	0.021628281641076
AGTRAP	-0.113453653396485	-0.21067874263819	-0.0162285641547811	1.48561380158652	-2.29038767501394	0.0222437068551135	0.0276749746558763	-5.69075287815853	0.0276749746558763	0.0222437068551135
PCDHAC2	0.0279532224669561	0.00364722286246704	0.0522592220714452	0.0698614054289457	2.25894434053126	0.024270353426374	0.0300873444321532	-5.69175636258049	0.0300873444321532	0.024270353426374
PVR	-0.119794698989342	-0.222277032214696	-0.0173123657639876	0.684230338736829	-2.2945705751875	0.0220187336843627	0.0274199321973685	-5.69201234991965	0.0274199321973685	0.0220187336843627
ALG9	0.0968748822743642	0.0135911675588591	0.180158596989869	0.413954284437012	2.28414353100215	0.0226905520802912	0.0282053517188038	-5.69290550654317	0.0282053517188038	0.0226905520802912
XPNPEP1	-0.166619657683563	-0.309247090573363	-0.023992224793764	2.59142383059771	-2.29279224048997	0.0220934038154521	0.027502221830925	-5.70664196446608	0.027502221830925	0.0220934038154521
GALC	0.211899773539898	0.0304598838361428	0.393339663243653	1.44972973934878	2.29216217658748	0.0221322861745998	0.0275470530914904	-5.70716715800583	0.0275470530914904	0.0221322861745998
PLEKHA3	-0.127450699498364	-0.241326100100734	-0.013575298895995	0.317962619092452	-2.20124071492077	0.0283724616684199	0.0348354204685125	-5.71164327771571	0.0348354204685125	0.0283724616684199
VPS26A	-0.149399759481277	-0.277484136769618	-0.021315382192936	3.26507010279697	-2.28926078053842	0.0222985621484983	0.0277360385180427	-5.71468944949936	0.0277360385180427	0.0222985621484983
GPM6B	-0.105284859927701	-0.2084983532749	-0.0020713665805016	0.531679167534592	-2.00594292055412	0.0455991004258669	0.0550571162275867	-5.72293208959643	0.0550571162275867	0.0455991004258669
FNTB	-0.066248217253233	-0.127164741921681	-0.00533169258478473	0.310547319043863	-2.13624996695408	0.0331035830633827	0.0403912494059694	-5.72323952440641	0.0403912494059694	0.0331035830633827
TOR3A	-0.108748904294152	-0.20326386924313	-0.0142339393451744	0.456157741651187	-2.25999826107302	0.0242030672469771	0.0300155533773034	-5.72977742785369	0.0300155533773034	0.0242030672469771
CDKL2	-0.0149627564836342	-0.0286724661005388	-0.00125304686672963	0.0222182819088028	-2.14563703702428	0.0325072771209332	0.0397040178975792	-5.73015747515169	0.0397040178975792	0.0325072771209332
EML2	0.0813723159907711	0.0113582704670883	0.151386361514454	1.89648707957076	2.28104070460643	0.0227825404774244	0.0283160327750597	-5.73337386683419	0.0283160327750597	0.0227825404774244
