P_1.RIC_1	P_1.RIC_2	P_1.RIC_3	P_1.RIC_4	P_1.RIC_5	P_1.RIC_6	P_1.RIC_7	P_1.RIC_8	P_1.RIC_9	P_1.RIC_10	P_1.RIC_11	P_2.RIC_1	P_2.RIC_2	P_2.RIC_3	P_2.RIC_4	P_2.RIC_5	P_2.RIC_6	P_2.RIC_7	P_2.RIC_8	P_2.RIC_9	P_2.RIC_10	P_2.RIC_11	P_3.RIC_1	P_3.RIC_2	P_3.RIC_4	P_3.RIC_5	P_3.RIC_6	P_3.RIC_7	P_3.RIC_8	P_3.RIC_9	P_3.RIC_10	P_3.RIC_11	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_5.RIC_1	P_5.RIC_2	P_5.RIC_3	P_5.RIC_4	P_5.RIC_5	P_5.RIC_6	P_5.RIC_7	P_5.RIC_8	P_5.RIC_9	P_5.RIC_10	P_5.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
174740	112520	135930	102820	106740	98764	115680	105130	121360	102380	139530	101350	63914	91584	76927	147740	79595	85424	77297	85923	85877	103310	288760	209100	189970	227650	171460	229530	209840	234440	216860	231060	231430	305950	431910	298480	437990	263590	599440	265670	266730	250980	374360	334070	352720	410720	294690	447870	420790	583140	319590	405370	321940	381570	646800	487120	495180	513110	567490	443220	646170	359810	616640	539200	533040
126190	162890	96080	228630	133690	172880	249230	137420	125410	147420	190950	189610	197100	148700	165480	118260	154830	200530	233620	167770	223560	222380	359350	496400	395030	177700	552980	532150	651650	861190	435430	447280	1427100	1170500	1016600	1218800	851440	1301900	1062600	1100500	1179100	1350000	1197700	275510	490190	205500	378920	307360	335080	262210	284330	303540	437900	348300	1594000	1677200	1423700	2043400	1549000	1738500	832140	1729000	1407100	1635800	1453000
2600100	2056300	2440500	1733500	2493100	2247900	2284100	2075300	2433200	1906100	2527400	2031400	1497700	1930300	1854700	2237800	1892200	2000400	1511800	2251900	1616100	2258500	6953800	6130400	5497500	7279700	5529400	7481300	5369500	5034900	5975200	6165900	31357000	32962000	51918000	30356000	46470000	29750000	37529000	27589000	30583000	31955000	35944000	6456500	5783400	7935800	5757800	5927200	6624400	7120800	5495100	6167500	6053000	6425900	56738000	60242000	65601000	64853000	72423000	52550000	101290000	56821000	53693000	66599000	57845000
1649700	1377400	1727200	1270000	1862300	1540300	1646500	1420200	1668500	1352400	1676400	1494400	1233100	1494700	1326300	1844200	1610600	1617400	1289700	1711200	1402500	1694600	4751600	4843800	4513500	5898100	4148700	5673500	4725800	3806600	4547700	5401200	13792000	13802000	20607000	12116000	16412000	13034000	13972000	12269000	14826000	14105000	13732000	3677100	3474800	4229700	4036500	3223300	4056800	4036900	3571300	4188200	4093600	3746000	12919000	14393000	14937000	15211000	15868000	12710000	20957000	12997000	13679000	14219000	12301000
382820	3369200	1024200	540080	284030	301610	663530	586200	301230	402140	700230	226860	303930	256750	248930	712880	280940	498160	1803100	200200	335890	735870	892770	1091000	1116400	3701800	1207800	1345000	1581500	3451700	1023500	1413500	3494400	1478700	2405400	1305600	1688100	1368400	3262900	9630100	11284000	3091800	2466300	922170	538010	906590	647550	746560	4560000	959700	2712100	1620100	1082400	1594200	1143800	1049800	1911400	1089200	5891200	4396200	4371800	1308900	1052700	4771900	2844200
1026600	543710	752960	561390	748180	663480	996850	458500	619330	547320	765260	656520	405800	597240	469430	863020	524320	554120	521620	541620	474540	633050	2470400	1401400	1434700	1428300	1626000	2316300	1499400	1989000	1458700	1624100	2832800	2638800	5898500	2292900	4315500	2421300	4404400	1831200	2643400	2809100	3074600	1430600	1206300	1370400	1336000	1188900	1273000	1204400	1219000	1271400	1275000	1208700	3675900	4428700	3993000	4695400	5046000	4147100	5792300	4256000	4312900	3577200	3834800
237340	368650	528050	324550	322480	326540	484200	309670	416270	350550	346530	144990	190980	320810	329030	264710	363390	240570	341990	224650	207810	271590	221500	212360	220640	171250	155430	199840	182710	558990	248590	228190	346480	346400	293680	552110	277480	205470	1067300	304750	279020	243190	525220	297780	397310	608130	456860	466850	429570	364290	562060	471310	444070	358770	287220	762410	1342900	807830	249340	821090	280720	502750	360300	450180	463800
110390	131880	119000	127000	107140	117190	108540	103260	91060	143770	131050	39061	51206	63920	62126	44905	63140	56105	65773	56020	60587	60165	498690	601640	539140	430640	470640	475900	571040	583690	598390	489850	479910	655320	601280	649660	577340	634930	581000	614850	522200	654880	544450	427980	535790	516330	557850	672360	549580	567190	491670	439120	482030	467240	584440	711730	671250	791880	582470	659140	629440	602210	659790	773830	658860
137760	166080	162730	154910	122020	154160	127890	134560	130170	182790	164750	164790	155870	196640	250080	90232	202860	163980	142570	158700	233740	178010	300130	444370	367530	458110	332550	379280	445290	289220	417120	363180	1029900	1434900	1215000	1062000	1307200	1183300	981940	927090	877910	1121200	1187200	321970	391490	421580	471780	267490	453370	410610	383930	395760	329910	354040	684360	998430	829920	895030	939380	859830	829720	754430	597280	1078000	798510
30155	27343	26342	24774	25859	22820	30189	24189	28673	25725	35357	34540	21672	26603	28867	38289	28207	30359	29893	27623	28403	34670	84997	60759	58062	65577	57605	83895	61964	81206	58276	69011	100830	101810	147430	97542	147950	90910	163800	88588	103520	95966	131720	136750	133990	134060	132740	205000	127040	168070	117050	120940	119700	130870	103670	96966	84823	87763	79741	95594	96238	90130	116510	102190	85109
507890	458970	505770	344230	481120	443670	386530	353780	469420	399580	505140	438350	402500	471320	383570	586330	416800	470020	377650	516110	449050	509780	1888300	1468500	1453700	1422900	1440700	1329700	1562400	1828300	1421700	1431700	3226200	3364700	4435300	2742100	4150800	3014900	4402000	2103800	2635900	3485100	3090100	1696500	1205500	1186900	1389800	1067200	1212500	1150500	1459800	1238200	1496200	1194800	3650600	4597200	4523100	4671200	4648000	3749300	5998900	4559200	4277100	4708200	3740000
77457	165970	178000	150660	86151	198550	150490	140570	174770	170900	158240	86811	51349	113990	83679	138820	122440	64041	108880	79268	67968	105630	235930	217540	248980	314730	240540	283910	285720	181050	205030	225090	387110	282990	334000	296180	375680	424420	399580	433410	328310	301490	351160	179900	189250	319280	265450	304340	229610	255390	314200	329090	265720	222620	299140	431050	360060	605190	458900	449590	442660	432310	480980	484650	345230
31912	26898	29940	24728	37379	22011	27988	20939	24572	22839	32850	50671	32530	37750	35864	80056	37836	38143	34734	41748	29697	50736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62659	73812	128130	72096	105680	59947	177170	73276	65342	63082	78702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73408	74716	61659	82516	80934	69529	89074	64130	97718	62075	75931
546710	359140	430590	294730	379110	365160	340090	316610	363550	391000	403270	541730	337510	464130	437840	527500	404580	384170	339510	469350	396060	453480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
121880	76454	95892	68530	114350	67293	79426	64964	80059	83017	93973	45117	37932	53446	45910	92595	45898	50575	46391	59510	39846	61130	84730	70680	66459	90954	59765	86348	69371	79227	74576	78526	86001	100500	132330	91341	141780	79317	194250	71763	65241	78890	103670	40940	48768	60982	44244	52680	44338	55273	39313	42197	37800	48619	15483	9874.7	13406	10401	9327.5	12425	16058	9967.4	9683.1	9752.7	5466.9
52804	86767	183020	89148	91231	64091	142560	70266	126820	76955	82752	22076	29604	42394	41892	39266	42508	36962	54472	42440	31572	40995	36800	39070	34040	27046	23446	53741	31759	91799	44259	45564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64527	77541	97268	87171	83084	82285	65063	86574	98277	66556	75581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50298	31819	36295	26963	40679	29461	47487	30821	35370	30870	49094	60607	25567	36358	27163	48473	27916	30407	24373	33285	26528	47795	121280	136450	147580	121510	156610	162120	143200	153550	150560	111990	104360	137260	157610	125390	212450	100190	183020	114140	113000	116270	234040	69926	58292	84864	70326	91197	76985	73715	63321	61688	68453	62849	285750	164440	261140	180450	279860	179690	196120	185800	235010	184020	219440
31020	38690	33823	34266	39485	40456	39379	33002	27293	38469	34046	15275	20459	21710	27342	16816	24929	18950	21359	21382	16514	18496	26149	27976	27570	33689	26504	32645	31911	33287	27650	29342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24581	23644	29418	28758	28459	26025	25928	26070	23336	25053	22122	72581	62091	64443	77822	52155	63972	61138	70906	57373	78629	54000
13527	13306	10969	9577.9	8762.6	7916	10651	9987.5	9533.1	11525	11986	36897	19007	26652	23317	31093	20625	22904	18215	33274	25562	38671	118310	115840	101470	86931	91070	103680	112760	112120	104150	100320	60593	60109	79621	52199	80854	53825	77231	49441	50962	55743	64205	67477	68750	79569	63575	81349	72075	119230	67554	65467	61637	65908	95579	101220	79405	119500	114280	98730	104980	79328	80588	97702	83301
1501400	1276500	1505900	1198400	1102400	1209800	1849700	1062900	1364400	1292800	1714300	1452000	954260	1558100	1261500	1294100	1319300	1400600	1058200	1528100	1121100	1625900	3500400	3196900	2978700	3422500	2936100	5680100	2607200	3938900	2767000	3955200	11437000	12432000	13284000	13284000	11681000	10738000	12316000	9710800	11881000	9970200	15364000	3908100	3378500	3892200	3683200	4335700	3139600	4579000	2210600	3071800	3149200	3410600	28563000	20784000	24108000	20211000	21572000	18213000	12913000	18420000	19755000	16459000	18873000
62922	78090	92601	68217	64000	51737	86497	53314	96313	65984	78437	47950	45503	55284	59927	53777	58511	44420	58128	48974	48548	58666	59402	57375	56517	47615	48763	50745	57938	84840	60107	58099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63390	69509	82268	77789	74465	79046	69537	95867	85053	90916	67346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12551	19630	27606	24034	31344	16848	26190	10996	30390	16800	16822	25574	19657	27655	23066	23350	22749	26726	25279	25831	29949	29580	85952	70785	68266	82552	59404	66115	71215	106190	88565	65825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68191	54686	69092	74350	42526	57787	77900	74851	143260	69865	63190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
389620	403280	327060	403790	393520	398960	307420	356380	425540	397850	424070	322380	262760	383340	348730	447830	286430	329590	351330	372640	367670	383540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	835900	798450	941280	1193100	909200	1049600	806600	1029900	689260	886470	1027200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1804000	1390300	1646400	1532600	1360100	1317500	1415800	1504900	1322300	1090700	1428800
427190	452180	481860	301110	294290	383770	363280	296220	233620	505600	400010	324520	385970	578490	353810	244100	390040	388480	237950	599630	324310	447630	456850	807400	604670	705300	624140	591810	568560	676430	856140	677690	5334200	7333400	6775900	5456900	5744200	5945700	6487300	5938500	5490200	4767400	5542700	875380	784620	901640	745990	649870	844710	806110	1156200	1087100	904660	779560	1927400	4184900	3082500	4395600	3127200	2764300	4073400	2245300	2962900	4035300	2801200
24025	28606	22073	23469	26888	26613	31123	27968	29746	28561	48165	31704	26979	34219	32887	41161	35434	36207	36536	26676	29648	60604	70335	79853	66027	75738	58183	61126	97382	86288	99525	60865	40353	49250	44624	56211	46812	44416	53040	42785	29660	39851	36872	89837	127530	91825	96009	112800	95131	92620	92353	95978	79024	80889	50031	67622	62895	92130	60720	64618	59137	65748	54498	69752	65182
135690	62858	94711	48650	95589	51430	76810	51934	83185	54500	97364	168460	51197	66072	63562	164180	62246	67796	67436	81973	61740	116090	283360	77509	67925	89502	57407	148260	70008	137260	74888	127020	96311	101860	228720	118380	245130	91036	294400	87008	92573	96423	166760	119560	98441	217430	89696	249380	86219	311110	78414	109510	79347	145510	220240	167380	221890	148050	193910	172650	201520	123520	172380	140590	194990
186780	164190	148360	151400	164270	164740	167900	125230	155420	154730	181030	167230	171740	209100	191930	275810	207500	216300	173090	195890	175920	228710	380020	340950	302330	356030	301520	375190	381270	457440	336450	422720	556920	636850	859840	584300	834280	582930	646210	471800	555270	566650	782040	629880	713360	533200	602530	522700	581030	582220	609070	515010	400890	628670	638830	846170	765570	927090	811070	721120	917070	603380	812990	771950	815080
5710.7	5367.9	5319.8	3975.9	6299.3	4606.9	4784.4	4759.5	5884.7	5735.3	5776.6	2037.4	1055.8	1414.4	1294.5	2179.8	1061.6	909.48	1097.3	838.23	618.39	1508.7	3114.8	2180.1	2110.6	2193.4	1783.8	2381.8	1789.4	2842.3	2523.4	1985.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6169.4	7553.9	6025.7	7463.1	7665.9	6838.3	6225.4	7402.3	6893.3	5551.3	5634.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38374	34316	69220	38664	34464	28734	47376	28761	51542	30469	34492	17054	11237	20861	12656	13588	12683	13149	14190	17947	12840	15628	2658.5	2239.5	1948.7	1850.1	1497.8	2683.3	2710.8	2707.5	2308.9	1963.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92567	94395	121160	105220	114390	96888	124550	104820	132790	102430	87524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
493790	748790	517260	603680	484150	698390	757190	542820	633290	728260	662360	474700	484770	678920	570130	451890	500030	563200	461010	525080	499590	558880	1071000	1481000	1356800	1363700	1213600	1655800	1388300	1210500	1536500	1265600	2323300	2654300	1859000	2659200	2435100	2255000	1887400	2013000	2597000	2159500	2216500	1414900	1139800	1280400	1329800	1205600	1301600	1358200	1298800	1298400	1512100	1203500	3388100	4128700	3515700	4232200	3027800	2945300	2435900	2910200	3713000	3913000	2948600
943.65	3378.9	2626.1	2321.3	3357	1798.1	3714.6	1324.2	3956.9	1102.2	1572.3	1422.6	1683.8	1632.2	1152	2947.4	1854.1	2055.5	3983.5	1953.4	1836.7	3447.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14370	14164	14190	15394	21712	14066	17099	9722.7	25801	12068	14667	11918	12026	14351	13753	10422	13795	11767	12390	9975.8	13856	13608	11959	12429	10555	12269	10200	12880	13425	13872	12642	11598	23763	22078	16891	26218	17742	17985	22298	18725	38717	19584	16185	26162	25161	19386	26467	29267	34819	19971	29840	29872	22360	29212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4213.9	4803.7	14073	5512.8	7583.2	2661.3	11826	3404.4	9673.6	3775	5164.8	4729	4428.5	6423.5	5156.8	7936.3	4996.9	6002	7519.6	8537.3	3910.7	7325.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13357	20382	36250	18558	22209	14209	29003	15078	28058	16648	18956	7229.3	6964.1	9424.4	8674.1	10216	9964.1	7820.4	10662	9825.6	7997.1	7930.5	11077	6160.8	4560.7	6633.7	4491.3	7926.5	7542.6	11114	6433	6666.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4028.8	5311.4	9849.8	6655.9	8263.1	6074.3	6777.5	7476.5	11296	6289.3	7668.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39259	57642	47929	41550	46681	40300	42007	51889	40441	54543	66610	24701	105510	32365	49298	34962	36905	27600	30992	32123	53620	46790	62799	53635	59115	60060	51636	58987	60139	63062	62289	80485	39901	38160	51575	39283	48530	38232	37786	40126	47629	49704	59645	227110	129750	222170	194320	267640	186730	759720	197940	157190	219760	148810	151870	142540	178270	152290	122220	235210	119670	149590	175270	140010	117460
73248	128310	108420	158020	265860	130480	165820	66992	256090	85927	109730	65732	57205	117100	73694	99431	80411	103330	71690	109260	138090	110000	242810	264050	255110	390140	236760	372900	306280	344480	427710	311610	298360	480140	470900	523040	448800	440190	680690	465890	1129800	299770	474410	281120	228560	264510	271300	207330	186050	291020	205950	828300	372580	247550	753310	1295200	1179200	1117000	715890	895920	619570	857820	893320	627370	990330
158590	163350	161040	124950	128380	127130	156860	122050	127750	147620	155720	118670	101650	162780	110580	116520	107290	114480	100330	115430	101180	133400	367620	385730	398170	417360	367960	403270	532180	475580	434690	398660	346680	373270	375100	383850	438970	404240	408670	336130	390520	357640	367420	401050	369550	557050	442230	410850	398370	499360	397930	400930	359570	353600	611120	663810	820580	786420	635260	619370	976410	564710	771320	725000	634580
125790	126870	102680	104690	116880	107150	123290	100450	101160	117910	121200	142130	123920	159120	128330	161030	142500	133500	166100	154810	171600	167440	279200	244450	242280	241470	241410	284190	258200	366790	284990	272350	415140	437940	538880	379760	556850	393910	422770	391780	463110	441400	464180	314900	260640	292620	309880	275420	336090	295650	325940	314420	316880	285680	615490	759390	595600	692180	649990	724280	672460	737880	688760	704620	606020
17793	17046	14781	15926	26647	17057	25245	15215	17884	18184	21525	21786	11241	15098	12070	16166	13277	11602	12299	10577	11435	15441	24548	20893	16701	15072	18105	25867	22083	24358	21292	21203	6546.3	13679	13145	12980	14595	10246	13166	13471	6943.4	8916.9	12472	34329	33303	27243	34682	49572	35405	48338	29105	28239	26850	33432	2670.4	NA	NA	NA	2629.4	NA	NA	NA	NA	NA	2665.7
34907	28576	21107	21648	25209	21839	23746	21763	20843	27993	29338	10845	12893	15736	17176	17711	15401	15446	25510	10892	18870	16038	136000	132250	132450	117340	111580	129950	131040	180310	131250	129100	77327	74306	98713	60029	98678	57509	86683	59333	54107	67621	76529	137720	126590	171840	154570	230600	147940	117450	153030	117650	120290	137140	227320	240450	262700	291480	194600	171120	220410	224200	310770	230050	189400
253230	271040	211000	225040	464800	219820	329870	207980	213000	293740	299360	270250	274880	333400	260750	424240	287440	237450	287770	369940	326630	321800	381540	294410	285440	337120	308160	285060	273370	386470	305590	352910	2806400	1927000	5219800	2008500	3302800	2451200	4502500	2458200	2885600	3485900	3777000	593320	314680	448030	356150	480390	460570	439250	447020	465430	502830	434920	3804400	4999700	3504900	5551800	5716000	3736800	4023200	3844100	4221400	3975100	3852500
15440	13317	13177	10732	12819	13114	11870	11010	13220	13638	15899	29874	17160	25041	22040	47070	19940	19216	20955	24491	18997	29759	119320	79843	70146	86987	65269	89809	67523	93271	80810	86704	57479	63495	114540	54639	109460	61710	102600	63039	48223	67611	83514	144060	147230	164620	133560	179250	137550	186930	137600	130350	124670	150570	113330	97549	110830	87793	98124	91467	113840	71262	121290	109150	90647
39050	49095	74632	41891	73739	36415	65922	35815	58116	31989	49549	4035.6	4547.7	5153.1	5155.3	2715.9	5593	5626.1	5672.8	4077.3	5691.9	4671.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292640	529440	375250	407290	357170	429630	399770	471590	283440	474660	452020	243510	377280	421510	497250	332090	437890	362160	386960	459430	438980	420880	585350	928860	896850	999320	865610	907730	900730	975260	887950	824480	1943600	2334300	1440500	2462700	1531500	2061500	1270500	2036000	2863100	2384500	1895100	852560	944900	990010	1078800	1062000	921730	825420	873680	837960	972460	825510	2529400	3276400	2730900	3148000	2297300	2563500	2319000	2933700	1944600	3375300	2306100
6042.4	5132.5	6372	5743.4	7446.1	5185.8	5212.4	4945.7	4187.5	4673.8	5905.6	8111.9	5785.6	8477.8	7642.2	10352	6002.6	7497.4	7225.9	7224.9	6371.3	7684.2	11828	16356	15369	18480	13854	14835	20296	17821	14398	13164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6418.1	4634.8	5293.7	5935.8	5004.2	6189	5779.1	5856.9	5974.2	5065.4	3991.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17506	8277.8	8067.3	8658.2	9821.6	7651.9	9584.7	7113.7	8848.6	8531.7	11473	82384	26021	30396	31877	188760	30561	27775	32574	32604	29549	45500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
618660	559810	613560	566990	482220	489620	949910	411550	717960	590920	836380	505230	440380	718780	429630	564540	546260	669350	470480	579830	503560	724270	1182700	995700	940230	986630	1034100	2039000	1102200	2033400	1039400	1348100	5167300	4364700	4266900	4476000	5553500	3566300	3806300	3603800	5833100	3429300	4628200	2188700	1359300	1789600	1982800	2227200	1634400	1395500	1329600	1687600	1453300	1494600	8729500	6737000	7502400	7587700	7897200	6132300	5240000	5999600	8816600	6708100	5971100
238140	251700	304470	206810	190670	164810	226410	256640	365450	265240	277930	261730	155710	221260	109710	240820	187530	327930	266190	209340	158630	312410	504790	482450	412500	399480	381770	554640	387300	566640	530370	484310	1675100	1434700	1188700	1134400	1800800	1162200	1001300	954500	1705400	1330300	1416600	471230	342380	194500	449030	539500	259670	467200	267920	311480	292840	398420	1455200	341330	1267200	1140600	1355900	915400	915720	1196800	976890	1118700	1044700
70368	105420	296980	105200	126160	99065	222590	89389	188950	92878	124080	14081	23544	74622	38041	29712	38089	29549	85358	42645	19869	43164	84491	77638	78632	85043	66020	81239	66532	283370	98327	106740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82290	99323	205840	133470	112950	120700	88303	145140	143480	110300	106730	125290	453700	649530	445350	147100	410640	142470	253220	171530	198490	250890
16879	15509	23829	14848	16099	13767	19524	14553	21633	12716	13896	10204	7886.7	10045	8951.8	15165	7347.1	9711.2	8504.9	8044.9	8513.3	9749.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8303.9	11182	19433	13001	27265	11123	26341	9940.5	22757	10696	13889	7505.7	7926.2	18949	11264	15319	10145	11471	19130	13993	10283	13784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50544	41096	44532	38377	44613	35477	53358	38187	48553	34597	58228	98973	41129	56780	53995	105330	56095	60452	54957	52170	53381	76491	74738	45345	46675	42418	50617	57452	48885	87211	48866	52084	21951	37483	44722	30918	95731	29887	60223	29162	48148	28695	27461	26582	26059	25156	24996	43798	26504	42198	22625	20549	20340	25249	171960	163950	143150	164820	139040	133000	216940	145280	179100	149200	152440
42625	47343	41197	38767	49897	32825	40523	44915	40680	47121	45639	28021	23049	34869	31886	37915	29716	26827	37840	25842	31846	33436	63579	77827	66754	47618	56227	65986	74588	73229	68740	62981	84843	107480	118070	95356	134320	84649	130890	86258	103430	98150	103390	48767	48263	53111	55687	67831	58085	62266	52911	51737	52608	45611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86323	140060	110020	94499	124910	112990	119210	99022	103720	104520	113050	64683	96788	117520	115750	146560	116520	107120	114480	120610	101270	112590	210040	249510	234530	214810	204220	276090	217740	279590	246890	223020	460690	527990	442470	456980	506880	335700	432970	527310	446550	430720	407310	186700	219060	218140	235760	206360	233040	202150	274080	184050	212610	207690	106840	184080	204570	230380	137860	190180	196480	182260	146270	198740	130550
130090	50394	71208	37866	74356	42921	82722	46609	73538	47806	96086	125700	35039	46702	41486	99304	41821	55500	41851	59697	46982	91713	227320	100430	94349	111860	90423	157700	102180	152200	107450	132810	205160	218640	440810	199410	442080	162370	582560	187100	200500	205070	358860	85904	75812	99993	76347	255630	69318	143970	63727	82652	68546	95130	940150	292650	504650	339950	400650	284310	435550	437740	597290	392160	479350
129240	107640	119200	101140	110050	98299	99267	94853	107880	129580	132450	123260	91170	141270	115510	130040	123920	107810	104570	114190	106340	126720	113540	136460	110090	133740	94591	137670	118700	114030	132800	133440	231510	323050	435620	343720	412930	283240	588580	274390	216960	258730	343590	199000	267070	252020	242100	203740	315270	307470	223540	210840	217790	228500	230600	296920	327560	328360	300450	231460	361910	217910	349080	261870	233140
122420	163150	127210	154340	107800	150420	150680	150200	146500	170220	151980	118940	161040	184430	211580	188050	193790	179890	160170	160350	173990	181940	537790	602690	597890	707490	462230	685980	772420	669100	625040	674060	577140	723700	527820	901310	675600	698840	529340	705890	886850	636200	809160	526110	453340	489780	626500	413380	547010	425520	477330	438050	506750	441610	850800	1228200	1044800	1508600	1081500	1128400	977420	1270600	1013700	1172100	1048800
1381500	1418300	1464800	1342600	1192600	1529400	1835300	1314000	1526500	1723300	1719800	1250300	1502900	1590000	1377300	1083300	1483500	1936000	1159800	1469400	1276600	1563400	2815100	3595100	3407300	3106100	3148800	4794400	4239300	3600700	3610900	3504300	11764000	13947000	11808000	10988000	22823000	10548000	9593500	13699000	14018000	15346000	13465000	3961400	2593700	2523100	3629800	2764400	3232700	2905100	3382600	2685900	3123100	2539200	8729800	12467000	9144100	16336000	10800000	9668000	8999400	9899800	11029000	10813000	9196600
7354.4	18383	12674	21295	10380	20553	13639	24127	14945	22746	14919	12178	10682	19315	24506	5692.4	19991	10675	15455	9227.4	18502	12466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
521930	566400	478720	464750	531870	452850	481270	501500	514330	558460	530740	318600	274380	409620	361200	416430	351340	395510	331490	336130	332470	380490	1025900	1080700	1074500	1062400	948970	1206300	1037600	1328700	876460	1108200	2077800	2566200	2777000	2210000	2787300	2315900	2596800	2042200	2066700	1961500	2096000	1842000	1790500	1628400	1847500	1652900	1407200	1791700	1522100	1732200	1499800	1547700	2826400	2634900	2416600	2301600	1821700	2073600	2718000	2166800	2309700	2378900	2363600
163240	200640	211560	188430	190930	168720	207110	140350	171390	197510	195240	214900	225470	324250	253830	163510	272740	270980	231400	215300	213660	252190	273560	248530	254870	300370	259170	328460	232440	299200	284130	250750	1138600	1141400	1546600	1153500	1421600	1257200	1089000	1089600	1228300	1143300	1208800	399450	366940	435440	468300	285720	415700	365080	543120	390460	514040	334610	976560	1158800	1055000	1069100	1006000	1045200	1380200	1195100	948230	1226200	953440
32595	22155	28027	21495	144450	16917	78142	15861	22063	22553	33836	3491.9	4618.5	5593.2	5263.1	13325	5951.3	4952.3	3897.5	4883.6	3854.2	5528.8	55306	42130	48234	70088	77413	106450	46328	43181	55889	58025	5496.7	11545	28954	12212	22552	11962	8121.2	12300	19611	15215	21362	161770	99489	90039	87952	134140	79887	139540	112820	110670	82310	110510	28125	42208	22468	54129	32809	24099	48465	31699	31743	27937	27480
