P_1.RIC_1	P_1.RIC_2	P_1.RIC_3	P_1.RIC_4	P_1.RIC_5	P_1.RIC_6	P_1.RIC_7	P_1.RIC_8	P_1.RIC_9	P_1.RIC_10	P_1.RIC_11	P_2.RIC_1	P_2.RIC_2	P_2.RIC_3	P_2.RIC_4	P_2.RIC_5	P_2.RIC_6	P_2.RIC_7	P_2.RIC_8	P_2.RIC_9	P_2.RIC_10	P_2.RIC_11	P_3.RIC_1	P_3.RIC_2	P_3.RIC_4	P_3.RIC_5	P_3.RIC_6	P_3.RIC_7	P_3.RIC_8	P_3.RIC_9	P_3.RIC_10	P_3.RIC_11	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_5.RIC_1	P_5.RIC_2	P_5.RIC_3	P_5.RIC_4	P_5.RIC_5	P_5.RIC_6	P_5.RIC_7	P_5.RIC_8	P_5.RIC_9	P_5.RIC_10	P_5.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
9833.3	6328.9	4802.1	5265	15823	5716.8	7704.7	6298.1	5835.2	5851.2	5876.3	838.13	619.98	915.86	651.78	597.21	707.14	581.27	1040	624.32	752.98	1115.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
991730	723060	596960	503350	552680	528990	617990	515240	602120	749840	712080	714780	461120	556880	566560	852900	555130	523630	495140	460020	543070	705920	1666800	1346900	1219700	1296700	837150	1307800	1291400	1538400	1496000	1369200	2685100	3113700	4034300	3037700	3445300	2562200	3317700	2251200	1930200	2604800	3175500	1093200	997410	1030200	958040	1375200	1225400	813970	1120600	927090	967300	1062100	4458400	3970100	3565000	4304900	2643700	2859000	4741000	2575900	4866400	3572400	3620200
18310	24273	65107	23806	31832	17027	43162	18205	43615	19015	25989	14217	10645	21228	17137	16179	15291	15401	23359	18410	13134	17217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9605.2	7537.7	12908	9062	16156	3795.9	12931	10717	8399.5	8076.4	10415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41474	90850	104340	72320	30088	69239	35533	55400	37839	41572	44677
51082	59037	42118	47073	35520	56835	55651	53599	42776	53170	53125	30032	29979	45069	46131	46497	42703	39930	43511	37243	38612	41480	257570	279610	245000	216690	234490	300790	233010	250460	311840	209120	453950	660660	488140	537340	565150	469180	371520	418200	458630	585510	422210	251730	454730	281530	327080	274580	322000	320470	309320	288110	260250	278170	1133900	1377100	1183300	1295500	1165600	1006500	1175500	1118100	762050	1069400	1129700
14354	16979	21767	12889	24003	14362	20461	14097	18851	29318	18004	11938	11113	12581	15803	28688	15527	12315	14435	12429	17627	15733	17559	20409	19836	21359	18435	25743	21581	20526	19820	19894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36492	55260	49842	55187	40684	56098	45743	43573	40423	43742	39900	21255	28321	25831	29528	26341	31247	29904	22847	28041	31420	18639
13096	15614	13673	14584	15025	15441	13675	15079	22569	14630	14101	13541	14928	13508	15884	29018	20068	14729	19527	18042	13891	16952	9800.1	10756	9011.4	8612	7482.5	10757	10145	10800	8505.2	9257.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7519.6	6414.1	7442.1	7544.9	7053.8	7479	6061.4	7234.4	6001.4	7489.6	5693.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88290	97414	88065	81206	474040	110570	196380	83386	97427	99579	135820	122020	164670	133460	133670	213960	126550	112420	100380	170760	125090	172890	135390	124840	192200	502420	170550	257270	120870	161940	153610	222050	765450	517130	840070	440950	612310	399210	1013200	413400	816640	598050	800330	361830	249350	439670	470200	369450	249490	576860	347670	289890	253930	356150	432920	549420	409580	987280	540710	623730	636750	897870	856670	1154400	586270
56074	51944	47528	43016	67788	46494	50381	37291	40913	52285	47376	10513	11096	13533	12527	19821	12852	11229	9639.8	16371	12025	15814	104060	84122	98275	102590	74075	121960	92782	108520	93692	107580	110270	185390	151070	140670	159140	146370	275920	110010	102600	117880	182320	94178	122720	121400	89625	148240	127440	154710	111360	127210	124350	112900	89171	140480	116530	138530	96069	112810	141550	79444	113030	111740	84093
9650.6	5819.7	9009.3	6412.6	8034.8	6114.5	9646.7	5446.5	10057	6141.8	7400.9	11834	10039	10270	5097.3	20800	8351.1	14662	10796	20405	10029	13040	41127	54447	47865	40901	38395	52848	52953	54441	46996	46140	58941	48445	62816	55399	101820	37356	74524	45192	60512	56288	55701	22848	19195	20048	27584	34463	26057	30490	26470	21093	28213	18406	20952	24750	23747	30768	33647	18802	22217	29202	27579	36090	25596
52051	55693	54094	45381	43326	48416	52237	39039	39144	53199	58034	40455	36072	58731	46440	44065	44349	43144	37266	38816	38295	45850	58184	70885	56911	57363	50239	61862	66901	57374	67330	57303	79577	120920	86898	122940	95991	103460	104590	87566	70602	96168	103690	90603	88181	124060	103520	100590	112890	176350	87012	92125	91160	82569	122740	190860	139190	171920	103020	124550	117390	127200	112540	133780	107850
7694.8	9698.6	9716.9	9531.5	7330.8	10632	11339	8378.6	7503.9	9278.1	9169	3709.4	5940.1	5237.2	5811.7	5974.5	6395	5387	5818.4	4835.7	5988.4	6204.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24511	23468	45278	19352	21636	17560	35493	17530	34281	20054	34088	17929	10325	14785	13665	18945	11485	16038	14962	19588	10630	20969	96665	38082	37606	35252	40362	58439	35387	59546	45874	46653	55592	57444	95100	52802	76665	49958	49174	58291	57464	48571	58908	37263	28929	49034	36607	82996	38341	65728	40635	50535	42062	44367	100290	108240	70266	101050	64316	77771	86214	83965	103350	86179	76228
17619	22207	28302	20207	23892	17707	32088	17146	33803	19561	20322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7858.5	10737	11187	8547.5	8240.9	11019	12390	14871	12663	13942	11231	18455	28084	19128	16300	19467	32643	22368	33260	13190	26525	6125.6	6286.4	7115.2	7883.5	10274	7746.6	10800	7586.2	10979	7755.7	6220.2	43160	66474	73147	62772	45174	57212	47204	45570	41824	49051	56808
231820	353100	494200	331950	343210	267870	538990	290770	487960	331650	314740	225470	283900	387850	438320	388840	472770	316460	445970	323700	306760	393080	811160	856270	892020	634630	613910	783230	699270	1538700	1047600	897630	1276100	1355700	1637200	1838800	1344000	878010	2546000	1627400	1161900	957810	1552800	647830	840400	998780	910050	883640	822410	807730	1072400	1310700	773570	745190	1370500	2029300	2725300	2251900	1196900	2539300	1148600	1926800	1301600	1884200	1857300
12374	30422	25348	19799	19360	22879	35504	21215	27529	27624	19129	9950.2	20321	27280	34968	22750	37943	19131	31222	17620	18836	22195	38629	63999	50459	36674	47103	32175	43017	86892	59809	44818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49038	99518	73020	76214	83184	91539	49107	94130	90178	90009	60435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98534	152860	112950	103210	98983	105200	185450	113890	165060	126370	167130	126320	64537	90120	78828	171690	77085	98784	87590	66223	87279	119870	465540	226930	218720	193470	217360	353340	245870	402910	288260	287920	528520	643970	1085700	755900	907820	465190	653400	578930	580960	584430	1064300	324430	261550	236500	310030	1033800	288720	466430	277420	272940	228120	356720	1758700	877180	895920	913630	875370	853600	937380	970040	1289200	828040	1088500
89393	58286	49544	50291	53339	40024	70446	48999	78609	43827	85553	157880	66783	96807	80690	170020	79616	90668	84975	82851	80423	134120	309020	98335	105040	105940	100640	208360	106940	236410	120470	152010	391750	332260	785230	491700	708100	327630	954120	322190	326230	426870	754490	200710	198940	163050	159630	641290	164810	342680	152810	174860	138710	226340	2217100	668830	1126300	874500	942860	781830	811990	704620	1166400	702690	1176600
13649	7982.5	9848.6	6462.2	10503	6304.4	8721.4	6302.6	9063.4	6633.7	9517.5	19290	9931.6	15126	12562	23209	13674	13192	10537	13624	12380	17481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87292	120050	413560	121910	139530	86909	294620	94757	246050	97245	149940	59492	71405	213650	99460	125700	87807	88796	200490	110990	44507	126240	502630	267160	252930	210640	166540	274440	191710	2131900	414820	563130	307230	249670	476320	444800	299950	165290	1355700	309510	283520	174890	517540	213220	369960	957770	207470	792260	339890	323740	378330	806990	318390	403870	409620	826310	2112700	738900	239490	661370	263850	462830	271070	329980	648650
29422	28424	64113	43488	26625	28177	38682	37297	51937	27464	34519	50993	77835	41386	38790	42649	39245	31398	37832	50484	35744	51593	57459	56125	62613	62138	51686	60408	63448	72939	53384	69775	17616	20655	29110	18830	19194	22998	21710	23754	25022	13968	22178	256020	127260	243620	229170	236040	216580	292520	212550	239760	219470	127990	395950	378530	366370	487050	445320	379020	458450	380450	480750	377150	223890
21716	36160	68475	36730	31003	28418	56298	30630	49916	28367	38556	18641	23092	43366	29990	28571	27857	28130	41709	29951	21779	34163	113080	91579	94592	79803	71979	192710	72244	301230	128910	118070	23978	47509	24487	38370	32621	56659	33238	45021	32783	36244	23157	76166	73946	162460	135620	123490	110850	119730	121880	138770	118230	81431	68320	142240	157540	125960	78234	116540	88340	114240	84340	112420	70053
44192	59847	61110	50556	54103	49690	91685	45043	84997	54135	56117	25369	28592	34679	33075	40288	40628	31398	37697	33514	29166	36896	42442	46896	45647	41080	34830	39980	36636	61558	51816	46577	64784	64350	76821	92845	70819	52294	123770	79672	69066	53030	93166	73258	84842	111260	98719	103480	88414	155750	114080	123680	98911	84561	99387	164330	165410	150000	104250	153150	77667	125200	142200	121370	119380
53034	67592	125630	67973	57257	56160	94858	55822	89354	58122	68030	37702	40520	58697	50782	42963	47455	45471	67588	41423	37972	45842	46514	53132	50612	41378	37486	45249	44210	189230	57515	65283	116980	100580	86031	99115	86487	92638	125720	85645	86724	99605	129520	26850	33269	65747	40875	41775	37781	34047	48432	60925	38791	38075	142730	423520	598820	292190	119400	309560	125210	222080	168890	172720	205010
9967.7	11835	11161	11047	14185	10862	12650	14526	11613	12615	13270	14530	12387	10949	12032	15919	12457	11877	14712	12814	14694	16560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105710	60363	110990	105780	109980	104820	165660	96051	93265	100520	69647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
129930	258820	180440	498060	523320	244250	252970	142330	367120	191930	217480	116940	142010	157690	163460	137810	196150	163230	170630	204710	342100	228780	314920	535740	456740	507140	370720	436360	502420	635220	613740	487640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	421240	342690	469550	374460	1784300	349790	494000	333780	864020	494990	369910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22851	23686	19985	18928	17359	17359	23021	22198	20671	23574	23181	23552	15560	11920	25463	16291	20842	22914	24376	12319	23687	17792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37026	36822	40399	43034	50987	33840	56201	31557	69700	42287	43709	12904	11131	15128	14298	23171	14374	17240	12826	15541	15336	18254	32988	22805	23306	27240	22117	28257	34921	46233	35252	27890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16338	14495	19660	20790	20458	12730	18148	14290	21826	14078	12574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
643470	595180	587310	506650	736560	533220	550100	444350	742630	520470	618960	384660	487810	554660	413700	592970	528560	495160	340460	375560	482090	511730	1663400	1430700	1398800	2613700	1360300	2086700	1725800	1353800	1422500	1609400	2292200	1954100	2382900	2500800	3072100	2094300	2818300	1901800	2870200	1836300	2272900	1421800	1091800	1316900	1351000	1364000	893640	1766900	1202000	1468400	1183000	1181500	2552200	3800200	3127100	3201400	2817400	2900000	3756500	2569800	2724800	3055600	2650100
45624	37837	48649	31969	43009	27333	46091	24084	43535	34046	41746	39423	23168	30047	30546	58629	25423	34213	42601	33591	27927	42354	226050	94810	84130	74617	77852	132320	75440	141180	92732	101240	103400	89504	178320	80676	152770	81231	79027	87487	89334	69567	123850	70676	61237	68910	56007	165530	63403	132910	50733	70858	56787	75006	227770	95402	126530	87333	117400	87509	127050	110920	92101	101160	124060
8228.8	16650	48901	16352	19496	5199.1	20754	7682.2	35530	7710.5	10810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12055	6595.8	5917.5	7240.5	5698.2	11094	6305.7	15009	8289.3	10561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6277.3	7978.5	11040	14443	11676	9708.1	8853.5	10054	14878	7591.1	12795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3724.8	2847.6	2963.7	2003.2	3602.2	3007.2	2934.4	2438.7	3175.9	2773.4	2734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29219	42173	49774	32600	58446	36756	42270	34897	34305	27729	42692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39267	34640	48337	39027	40374	29732	42063	36258	37189	30956	37498
19208	29361	26273	25871	21189	24351	21385	25566	17509	29747	23501	9079.8	2957.3	1620.5	5897.8	2146.5	4849.5	2188.9	4170	3874.5	4820.4	3836.8	34930	45198	40718	27612	41644	40430	55539	46222	39362	44811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30609	32008	38749	37738	66757	36865	107100	28019	50858	30819	39122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47951	50049	60053	37273	59959	43919	43174	74541	60536	54094	58786	39737	40155	43353	49874	39684	49875	40042	46320	38307	44257	50410	102800	95735	82936	110890	75413	127550	105550	110050	84871	111650	95823	130660	128840	92464	138190	118640	110090	125060	105360	105530	164630	192420	120100	166040	166630	216040	154400	202700	138680	167770	145620	135820	159690	148810	146410	152840	133950	137140	111870	130270	191390	134340	114900
67942	61743	60015	45946	54412	61139	56326	55397	61108	63560	66893	111270	64124	95872	82131	97989	81506	72653	72886	79615	83341	93527	230150	174320	156300	163360	135570	184200	170440	183060	166140	176140	230090	313420	334740	323370	380570	280260	552920	279690	253450	342330	329300	170290	212490	222590	187720	349240	207510	251930	228710	164180	165360	183380	314820	174450	257140	240390	191020	182470	256850	197690	213450	164410	239000
58654	58170	51302	50606	48674	53281	57790	44524	63392	54632	59901	34930	32529	40673	45322	35807	43770	37847	36094	38262	29653	43911	175710	195460	192840	193260	152890	205920	204370	226530	188090	164660	216470	212990	171770	275920	241240	195090	160230	222700	244950	221210	203700	292620	241720	261940	310070	276520	269670	212630	252940	244740	246490	223790	219890	261060	246370	278370	225420	233790	176500	241390	227990	271600	218840
9645.4	12471	13404	10200	13589	10579	13333	16273	10367	12001	13896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73134	107260	118750	74498	124220	80951	106560	78907	129630	105750	108690	9075	9862.3	15078	11733	16647	9997.8	10877	18710	11735	11632	10164	133370	116660	107030	124950	137370	133340	98454	122850	140830	140220	126300
7317.2	4295	4392.6	2372.5	4128.9	4003.4	4440.3	3080.9	3555.5	2663.2	5426.1	35417	19382	27126	24344	37072	21692	27195	21705	22387	19728	25923	20154	15394	15239	18687	13673	25473	17166	22295	18697	20464	12918	19312	24079	6093.5	31121	7452.8	28926	9119.6	7147.8	11690	20089	17373	27366	18236	11116	34747	15744	24392	8409.3	14550	8947.5	18370	49435	34881	56881	35752	51228	32600	55963	30068	49516	36034	43959
123400	121660	193530	140140	281280	80595	162300	101170	152870	122120	177800	160880	76151	128380	87455	215630	107100	92888	143420	112830	118290	148110	204630	223530	179210	196360	255490	296510	171310	278780	244120	267780	278900	163570	874940	297230	466520	152800	294890	260780	264500	318640	380280	172180	258220	161600	189690	278290	208690	223950	119250	182580	208550	223370	705460	352840	445340	482480	393200	507450	448550	663410	441250	349360	473420
191290	304590	311560	254490	226530	94381	309550	168830	269830	261910	290580	307720	138120	241190	194570	311620	221180	235410	249910	242390	227070	277880	289790	443000	256570	263050	350310	540220	357130	589860	425640	430770	1707800	887280	2391700	2079600	2654400	1994100	1730100	2107600	1799900	2160500	2285800	580510	614630	433070	765320	859400	634420	759950	588350	620860	670520	584050	6294100	2973500	3259000	5014300	3966900	4608400	1265600	5178400	5563000	4895900	4283800
1281.1	712.34	1216.4	625.23	817.23	980.64	828.21	896.69	869.94	776.01	970.83	18204	13885	19614	16770	36451	18348	16498	15614	21339	14483	16964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
277580	322650	353420	232720	287810	302570	295430	331010	325390	326850	352020	205390	175820	255730	240490	252050	269260	262810	231700	304220	198930	265420	803400	759280	628110	647990	528940	794990	593220	609540	675220	660120	1426000	1702200	2288400	1410000	2076500	1350600	2545200	835760	1295000	1662000	1622800	701090	654780	862270	588690	665140	682060	466560	549700	661410	643110	597490	1496300	1246100	1377600	1347400	1774400	1210300	1677800	1469700	1085200	1383000	1380100
1061100	675520	789930	568440	898140	545580	594280	573040	817070	626790	878950	909910	303850	520260	508060	1243900	476240	596600	493000	722410	453570	781870	2465400	1521900	1217800	1038800	857020	1340000	1247000	1648900	1407600	1383300	4274100	4029800	6337600	3097600	5973900	2938300	7600900	2947900	2325000	3906500	4299100	1625300	1154100	1995100	1243500	1375300	1562700	1973500	1509600	1875300	1282000	1507800	7803000	5595100	4568700	4489100	8566900	7458400	10509000	6910600	6186000	5562200	6835900
3919.4	4550.1	4620.4	4496.4	7478.1	5286.1	4852.3	4401.3	3718.8	3988.8	3375.5	7309.5	5149.4	6299.4	3241.6	4856.8	5129	3628.4	4267.5	3921.6	8175	5617.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60129	55492	50148	47348	49260	49377	51397	45807	59552	51979	58278	67684	59860	71779	69000	89786	69150	66113	60267	66517	66919	79381	32306	27802	24629	25502	22274	29413	25936	30775	28366	28222	131080	194810	197420	156890	171270	124500	314550	141050	131820	136500	165250	36972	41301	39509	43519	45837	45590	42810	42178	37548	42289	38671	29374	26914	31527	37215	28747	28506	40213	25965	36404	25088	26560
385370	324970	619510	283370	274010	266500	234130	207090	370950	331970	323960	346690	308920	292510	216670	403920	241710	298450	326690	353970	223930	333030	881240	605330	715400	908000	789140	583170	677310	1582800	618590	766210	3399100	2349000	3283300	1788900	4782100	3314600	4701400	2727700	4876400	2387800	2816100	1154800	626530	865610	1068400	1328300	852770	795650	987540	1525600	1010200	889730	1628800	1469800	1592400	2363400	2979500	1866900	3439000	1975300	3584000	2458300	2066100
4097.9	4204.5	4469.5	3686.6	4348.3	3795.9	4599.9	3698.7	4359.1	4698.9	6116.3	6971.8	7493.8	8360.8	9049.3	10408	8772.5	8852.6	8462.7	7749.3	8991.7	8115.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24879	23716	28806	24506	32030	25951	18370	21800	35371	22314	21528
15629	23116	16125	17520	17044	15216	18758	16856	14755	23647	19611	9199.4	11381	12836	18186	13649	15204	12779	15202	11285	8095.3	12708	33741	44292	40220	31669	34903	34875	39763	50466	31864	38200	55271	85068	58615	88499	61414	77170	52240	84304	67728	73128	65282	29748	35171	33254	39723	36504	47252	34026	41781	34562	36630	32598	54206	78463	53036	70000	68307	73470	61468	56086	74626	40605	60544
394320	242510	293440	205580	292460	210900	240350	276650	244430	286490	307530	349150	174990	230520	212730	464110	197790	224450	252640	259340	223420	271540	679480	423300	424550	6e+05	347000	557590	400900	497650	456730	504560	594050	668350	1121100	560160	1205800	467880	1353400	1082300	443990	709370	767630	354100	318010	502400	355840	509080	368150	526530	313970	330220	295910	416870	1316800	718180	983180	882970	967410	765450	1414900	898530	1305400	1045700	1002500
28708	19260	20107	18264	21666	20137	20349	17515	19662	16585	21866	50792	32503	50728	51710	65316	41681	43660	42108	46437	39357	50690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9222.6	9959.6	12592	9878.4	16420	11799	14310	12787	8343.1	6854.6	12493	6794.8	8111.4	8531.2	7359.1	7327.7	6660.5	9436.3	6888.5	6791.7	6016.8	7572.4	80775	65153	62650	71652	72730	64589	93705	52817	65829	66236	67650
55835	56677	49041	42615	48314	47920	41793	54449	37821	63879	53586	34014	37565	44871	59812	60018	44116	38995	37341	40013	32871	42635	90041	109290	94558	125440	85320	96357	91513	97870	93423	90345	81925	126780	92998	89337	92138	81504	125700	84700	60949	99074	89748	128280	151420	134480	151890	156600	146480	122770	141380	105480	113020	113450	134510	173210	147650	183980	138070	161230	154880	143980	156140	157110	155510
38441	18771	28385	15336	31243	14378	23214	16726	23296	16600	25794	29890	9727.8	12969	11505	26645	13336	12381	12094	18752	10959	20562	52545	27245	26224	26931	24017	41687	28302	53998	33395	35605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62420	70498	84884	48099	79125	52290	88556	49840	77693	67504	92497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
